qubits depth min_cut_value
100 1 0.0
100 2 0.05
100 3 0.0
100 4 0.05
100 5 0.05
100 6 0.05
100 7 0.0
100 8 0.05
100 9 0.15
100 10 0.05
100 11 0.15
100 12 0.15
100 13 0.1
100 14 0.2
100 15 0.15
100 16 0.25
100 17 0.3
100 18 0.15
100 19 0.2
100 20 0.15
100 21 0.3
100 22 0.15
100 23 0.2
100 24 0.15
