qubits depth min_cut_value entropy_value
3 10 100001.0 0.0
4 10 1002.0 0.0
5 10 1.0 0.0
6 10 1003.0 0.0
7 10 100000.0 0.0
8 10 5.0 0.0
9 10 4.0 0.0
10 10 100000.0 0.0
