qubits depth min_cut_value
10 1 0.03333333333333333
10 2 0.3333333333333333
10 3 0.26666666666666666
10 4 0.36666666666666664
10 5 0.3333333333333333
10 6 0.36666666666666664
10 7 0.5666666666666667
10 8 0.6333333333333333
10 9 0.6666666666666666
10 10 0.9333333333333333
10 11 0.8666666666666667
10 12 1.1
10 13 1.1
10 14 1.4
10 15 1.1666666666666667
10 16 1.1
10 17 1.5
10 18 1.3
10 19 1.5666666666666667
10 20 1.4666666666666666
10 21 1.5
10 22 1.8333333333333333
10 23 1.8666666666666667
10 24 1.7666666666666666
10 25 2.033333333333333
10 26 1.8333333333333333
10 27 1.9
10 28 2.033333333333333
10 29 2.5
10 30 2.066666666666667
10 31 2.6333333333333333
10 32 2.2
10 33 2.4
10 34 2.6666666666666665
10 35 2.933333333333333
10 36 2.6666666666666665
10 37 2.7333333333333334
10 38 2.7333333333333334
10 39 2.9
10 40 2.5
10 41 3.433333333333333
10 42 2.7666666666666666
10 43 3.533333333333333
10 44 3.1333333333333333
10 45 3.433333333333333
10 46 3.3
10 47 4.033333333333333
10 48 3.4
10 49 3.933333333333333
10 50 3.7
10 51 3.566666666666667
10 52 3.966666666666667
10 53 4.066666666666666
10 54 4.033333333333333
10 55 4.133333333333334
10 56 3.8666666666666667
10 57 4.233333333333333
10 58 4.133333333333334
10 59 4.2
10 60 4.366666666666666
10 61 5.2
10 62 4.666666666666667
10 63 4.833333333333333
10 64 4.766666666666667
10 65 5.0
10 66 4.766666666666667
10 67 4.933333333333334
10 68 4.7
10 69 5.4
10 70 5.133333333333334
10 71 5.633333333333334
10 72 5.333333333333333
10 73 5.4
10 74 5.7
10 75 5.7
10 76 5.4
10 77 5.433333333333334
10 78 6.0
10 79 6.533333333333333
10 80 6.133333333333334
10 81 5.666666666666667
10 82 5.8
10 83 5.766666666666667
10 84 5.6
10 85 5.6
10 86 5.666666666666667
10 87 6.166666666666667
10 88 6.1
10 89 5.733333333333333
10 90 6.233333333333333
10 91 6.133333333333334
10 92 5.9
10 93 6.5
10 94 5.8
10 95 6.633333333333334
10 96 6.233333333333333
10 97 6.566666666666666
10 98 6.666666666666667
10 99 6.233333333333333
10 100 5.966666666666667
10 101 5.7
10 102 6.4
10 103 6.366666666666666
10 104 6.866666666666666
10 105 7.3
10 106 7.3
10 107 6.733333333333333
10 108 7.066666666666666
10 109 6.233333333333333
10 110 6.966666666666667
10 111 7.0
10 112 6.666666666666667
10 113 7.166666666666667
10 114 7.2
10 115 7.6
10 116 7.366666666666666
10 117 6.1
10 118 6.9
10 119 7.366666666666666
10 120 6.766666666666667
10 121 7.033333333333333
10 122 8.1
10 123 6.0
10 124 7.266666666666667
10 125 6.9
10 126 6.233333333333333
10 127 6.333333333333333
10 128 6.5
10 129 6.933333333333334
10 130 6.133333333333334
10 131 6.933333333333334
10 132 6.733333333333333
10 133 7.2
10 134 6.3
10 135 7.1
10 136 7.466666666666667
10 137 6.266666666666667
10 138 7.933333333333334
10 139 7.766666666666667
10 140 7.266666666666667
10 141 7.7
10 142 8.2
10 143 8.2
10 144 7.3
10 145 7.8
10 146 7.0
10 147 6.9
10 148 8.633333333333333
10 149 7.5
10 150 6.766666666666667
10 151 7.0
10 152 6.533333333333333
10 153 7.533333333333333
10 154 9.866666666666667
10 155 7.0
10 156 6.4
10 157 7.933333333333334
10 158 6.5
10 159 6.833333333333333
10 160 6.666666666666667
10 161 7.166666666666667
10 162 7.4
10 163 6.166666666666667
10 164 6.533333333333333
10 165 8.2
10 166 7.633333333333334
10 167 7.133333333333334
10 168 8.3
10 169 7.4
10 170 7.066666666666666
10 171 7.833333333333333
10 172 7.033333333333333
10 173 7.933333333333334
10 174 6.433333333333334
10 175 7.9
10 176 40.1
10 177 7.366666666666666
10 178 7.233333333333333
10 179 7.733333333333333
10 180 7.333333333333333
10 181 8.466666666666667
10 182 6.366666666666666
10 183 7.5
10 184 40.2
10 185 5.933333333333334
10 186 7.833333333333333
10 187 7.1
10 188 7.133333333333334
10 189 6.733333333333333
10 190 5.566666666666666
10 191 6.533333333333333
10 192 6.933333333333334
10 193 8.433333333333334
10 194 7.033333333333333
10 195 6.233333333333333
10 196 8.566666666666666
10 197 7.9
10 198 6.566666666666666
10 199 7.233333333333333
10 200 7.633333333333334
10 201 8.566666666666666
10 202 7.833333333333333
10 203 7.233333333333333
10 204 6.4
10 205 7.1
10 206 7.5
10 207 7.4
10 208 7.3
10 209 6.6
10 210 6.7
10 211 7.366666666666666
10 212 7.866666666666666
10 213 7.6
10 214 7.133333333333334
10 215 40.36666666666667
10 216 6.933333333333334
10 217 6.733333333333333
10 218 6.766666666666667
10 219 9.9
10 220 6.633333333333334
10 221 8.566666666666666
10 222 6.833333333333333
10 223 7.8
10 224 7.6
10 225 7.266666666666667
10 226 6.666666666666667
10 227 6.8
10 228 8.433333333333334
10 229 39.766666666666666
10 230 7.1
10 231 7.033333333333333
10 232 7.766666666666667
10 233 7.666666666666667
10 234 8.466666666666667
10 235 7.533333333333333
10 236 8.833333333333334
10 237 6.233333333333333
10 238 6.933333333333334
10 239 6.033333333333333
10 240 7.4
10 241 41.03333333333333
10 242 7.733333333333333
10 243 7.3
10 244 6.666666666666667
10 245 7.633333333333334
10 246 40.03333333333333
10 247 8.266666666666667
10 248 6.766666666666667
10 249 40.86666666666667
10 250 6.933333333333334
10 251 7.433333333333334
10 252 74.06666666666666
10 253 6.9
10 254 6.633333333333334
10 255 7.766666666666667
10 256 8.5
10 257 40.833333333333336
10 258 6.433333333333334
10 259 7.833333333333333
10 260 6.166666666666667
10 261 40.46666666666667
10 262 7.233333333333333
10 263 7.766666666666667
10 264 40.53333333333333
10 265 8.033333333333333
10 266 8.5
10 267 6.3
10 268 7.733333333333333
10 269 7.233333333333333
10 270 40.3
10 271 7.6
10 272 6.2
10 273 7.533333333333333
10 274 7.633333333333334
10 275 6.666666666666667
10 276 6.8
10 277 7.433333333333334
10 278 7.666666666666667
10 279 7.8
10 280 7.333333333333333
10 281 7.233333333333333
10 282 7.333333333333333
10 283 5.966666666666667
10 284 8.466666666666667
10 285 7.566666666666666
10 286 40.766666666666666
10 287 7.466666666666667
10 288 8.066666666666666
10 289 5.433333333333334
10 290 8.933333333333334
10 291 6.766666666666667
10 292 39.8
10 293 6.6
10 294 6.4
10 295 7.066666666666666
10 296 7.766666666666667
10 297 8.133333333333333
10 298 42.53333333333333
10 299 7.1
10 300 73.9
10 301 7.4
10 302 7.3
10 303 7.7
10 304 7.666666666666667
10 305 6.333333333333333
10 306 7.833333333333333
10 307 39.96666666666667
10 308 7.533333333333333
10 309 6.9
10 310 40.733333333333334
10 311 7.133333333333334
10 312 40.0
10 313 7.533333333333333
10 314 7.6
10 315 5.466666666666667
10 316 7.733333333333333
10 317 7.266666666666667
10 318 6.466666666666667
10 319 39.63333333333333
10 320 39.93333333333333
10 321 6.8
10 322 7.866666666666666
10 323 6.3
10 324 41.3
10 325 7.866666666666666
10 326 7.2
10 327 8.766666666666667
10 328 6.233333333333333
10 329 7.333333333333333
10 330 40.0
10 331 6.8
10 332 6.733333333333333
10 333 9.866666666666667
10 334 7.266666666666667
10 335 39.4
10 336 7.466666666666667
10 337 6.533333333333333
10 338 7.366666666666666
10 339 7.633333333333334
10 340 40.93333333333333
10 341 6.333333333333333
10 342 7.8
10 343 7.3
10 344 7.0
10 345 7.3
10 346 73.2
10 347 9.066666666666666
10 348 7.266666666666667
10 349 6.466666666666667
10 350 7.033333333333333
10 351 43.06666666666667
10 352 7.233333333333333
10 353 40.46666666666667
10 354 7.366666666666666
10 355 6.766666666666667
10 356 7.4
10 357 41.93333333333333
10 358 6.866666666666666
10 359 7.4
10 360 7.0
10 361 7.233333333333333
10 362 6.5
10 363 6.666666666666667
10 364 6.3
10 365 6.666666666666667
10 366 6.833333333333333
10 367 6.4
10 368 7.833333333333333
10 369 8.6
10 370 7.7
10 371 6.666666666666667
10 372 40.86666666666667
10 373 6.6
10 374 9.1
10 375 7.366666666666666
10 376 6.266666666666667
10 377 7.133333333333334
10 378 6.733333333333333
10 379 6.8
10 380 7.8
10 381 6.4
10 382 7.766666666666667
10 383 7.333333333333333
10 384 6.733333333333333
10 385 7.566666666666666
10 386 6.7
10 387 6.466666666666667
10 388 6.8
10 389 40.46666666666667
10 390 6.6
10 391 40.666666666666664
10 392 6.966666666666667
10 393 9.1
10 394 5.966666666666667
10 395 6.2
10 396 6.0
10 397 7.6
10 398 7.2
10 399 40.43333333333333
10 400 6.366666666666666
10 401 7.266666666666667
