qubits depth min_cut_value
3 1 0.4666666666666667
3 2 1.2666666666666666
3 3 1.3666666666666667
3 4 2.033333333333333
3 5 2.6333333333333333
3 6 2.7333333333333334
3 7 3.3
3 8 3.4
3 9 3.6
3 10 3.8
3 11 3.933333333333333
3 12 104.2
3 13 236.9
3 14 38.266666666666666
3 15 270.3333333333333
3 16 170.26666666666668
3 17 137.36666666666667
3 18 137.06666666666666
3 19 137.03333333333333
3 20 204.06666666666666
3 21 104.1
3 22 237.03333333333333
3 23 170.73333333333332
3 24 70.9
3 25 203.6
3 26 303.43333333333334
3 27 103.96666666666667
3 28 104.06666666666666
3 29 104.03333333333333
3 30 37.166666666666664
3 31 136.86666666666667
3 32 103.5
3 33 103.9
3 34 203.33333333333334
3 35 270.46666666666664
3 36 37.63333333333333
3 37 270.4
3 38 203.73333333333332
3 39 104.16666666666667
3 40 70.6
3 41 103.73333333333333
3 42 270.26666666666665
3 43 137.33333333333334
3 44 170.43333333333334
3 45 170.43333333333334
3 46 38.06666666666667
3 47 170.33333333333334
3 48 237.0
3 49 203.66666666666666
3 50 103.46666666666667
3 51 203.43333333333334
3 52 70.13333333333334
3 53 236.93333333333334
3 54 103.3
3 55 70.56666666666666
3 56 137.2
3 57 269.93333333333334
3 58 236.8
3 59 103.63333333333334
3 60 170.56666666666666
3 61 169.76666666666668
3 62 104.13333333333334
3 63 104.3
3 64 170.2
3 65 236.3
3 66 204.1
3 67 137.06666666666666
3 68 236.86666666666667
3 69 103.86666666666666
3 70 237.1
3 71 170.23333333333332
3 72 170.43333333333334
3 73 104.7
3 74 169.76666666666668
3 75 71.2
3 76 270.2
3 77 137.13333333333333
3 78 237.0
3 79 170.33333333333334
3 80 70.5
3 81 169.76666666666668
3 82 203.6
3 83 103.96666666666667
3 84 136.8
3 85 4.066666666666666
3 86 70.3
3 87 203.43333333333334
3 88 3.3333333333333335
3 89 170.83333333333334
3 90 104.26666666666667
3 91 136.66666666666666
3 92 103.43333333333334
3 93 203.3
3 94 103.8
3 95 136.8
3 96 137.46666666666667
3 97 104.1
3 98 136.73333333333332
3 99 37.8
3 100 203.9
3 101 236.76666666666668
3 102 170.3
3 103 104.16666666666667
3 104 203.56666666666666
3 105 103.83333333333333
3 106 170.53333333333333
3 107 203.83333333333334
3 108 137.6
3 109 170.5
3 110 203.46666666666667
3 111 204.06666666666666
3 112 137.16666666666666
3 113 203.76666666666668
3 114 170.26666666666668
3 115 170.43333333333334
3 116 104.26666666666667
3 117 104.23333333333333
3 118 203.5
3 119 269.8666666666667
3 120 203.53333333333333
3 121 136.93333333333334
3 122 303.06666666666666
3 123 170.36666666666667
3 124 170.33333333333334
3 125 103.9
3 126 203.8
3 127 37.2
3 128 203.36666666666667
3 129 203.76666666666668
3 130 70.93333333333334
3 131 70.93333333333334
3 132 103.66666666666667
3 133 104.36666666666666
3 134 136.93333333333334
3 135 236.8
3 136 203.3
3 137 170.06666666666666
3 138 237.46666666666667
3 139 204.0
3 140 38.2
3 141 103.8
3 142 269.56666666666666
3 143 169.96666666666667
3 144 270.3333333333333
3 145 103.66666666666667
3 146 70.23333333333333
3 147 103.73333333333333
3 148 303.3333333333333
3 149 136.43333333333334
3 150 170.66666666666666
3 151 70.36666666666666
3 152 270.03333333333336
3 153 37.13333333333333
3 154 103.66666666666667
3 155 103.93333333333334
3 156 236.9
3 157 103.5
3 158 104.0
3 159 70.26666666666667
3 160 137.03333333333333
3 161 137.4
3 162 203.73333333333332
3 163 170.26666666666668
3 164 236.26666666666668
3 165 270.0
3 166 136.83333333333334
3 167 236.9
3 168 203.03333333333333
3 169 103.43333333333334
3 170 137.06666666666666
3 171 170.83333333333334
3 172 236.4
3 173 137.2
3 174 103.6
3 175 269.53333333333336
3 176 70.53333333333333
3 177 103.7
3 178 71.0
3 179 303.1333333333333
3 180 203.7
3 181 236.56666666666666
3 182 103.43333333333334
3 183 104.03333333333333
3 184 270.53333333333336
3 185 103.46666666666667
3 186 136.93333333333334
3 187 104.26666666666667
3 188 203.13333333333333
3 189 37.06666666666667
3 190 303.73333333333335
3 191 137.3
3 192 70.8
3 193 37.4
3 194 103.93333333333334
3 195 203.73333333333332
3 196 103.9
3 197 236.6
3 198 136.56666666666666
3 199 104.03333333333333
3 200 236.9
3 201 203.5
3 202 236.6
3 203 170.9
3 204 203.6
3 205 137.46666666666667
3 206 104.1
3 207 103.46666666666667
3 208 136.8
3 209 237.06666666666666
3 210 136.33333333333334
3 211 269.5
3 212 203.53333333333333
3 213 170.4
3 214 170.36666666666667
3 215 203.73333333333332
3 216 70.5
3 217 70.96666666666667
3 218 203.46666666666667
3 219 103.7
3 220 237.46666666666667
3 221 104.43333333333334
3 222 37.5
3 223 269.9
3 224 103.73333333333333
3 225 169.93333333333334
3 226 170.66666666666666
3 227 170.13333333333333
3 228 70.43333333333334
3 229 103.66666666666667
3 230 137.23333333333332
3 231 70.9
3 232 170.26666666666668
3 233 137.2
3 234 170.4
3 235 136.86666666666667
3 236 137.66666666666666
3 237 269.9
3 238 104.36666666666666
3 239 203.66666666666666
3 240 169.96666666666667
3 241 137.2
3 242 170.9
3 243 203.56666666666666
3 244 137.4
3 245 236.83333333333334
3 246 136.56666666666666
3 247 104.33333333333333
3 248 70.33333333333333
3 249 136.56666666666666
3 250 170.36666666666667
3 251 270.26666666666665
3 252 103.86666666666666
3 253 203.83333333333334
3 254 236.56666666666666
3 255 203.46666666666667
3 256 170.16666666666666
3 257 171.1
3 258 269.7
3 259 204.03333333333333
3 260 204.33333333333334
3 261 169.93333333333334
